,image_name,text,label
60,13 - 1(4).jpg,NO I HAVE NOT SEEN THE CAT I DON T KNOW WHAT THAT NOISE IS BRINGING HUMOR TO YOUR DAY WITH LOVE CAPTION WINNER BY MARQUETTA ROBINSON NO I HAVE NOT SEEN THE CAT I DON T KNOW WHAT THAT NOISE IS BRINGING HUMOR TO YOUR DAY WITH LOVE CAPTION WINNER BY MARQUETTA ROBINSON,0
61,13 - 1(5).jpg,THE CLEVER OLD MAN ONE EVENING AN OLD FARMER DECIDED TO GO DOWN TO THE POND AS HE HADN T BEEN THERE FOR A WHILE AND LOOK IT OVER HE GRABBED A FIVE GALLON BUCKET TO BRING BACK SOME FRUIT AS HE NEARED THE POND HE HEARD VOICES SHOUTING AND LAUGHING WITH GLEE AS HE CAME CLOSER HE SAW IT WAS A BUNCH OF YOUNG WOMEN SKINNY DIPPING IN HIS POND HE MADE THE WOMEN AWARE OF HIS PRESENCE AND THEY ALL WENT TO THE DEEP END ONE OF THE WOMEN SHOUTED TO HIM WE RE NOT COMING OUT UNTIL YOU LEAVE THE OLD MAN FROWNED I DIDN T COME DOWN HERE TO WATCH YOU LADIES SWIM NAKED OR MAKE YOU GET OUT OF THE POND NAKED HOLDING THE BUCKET UP HE SAID I M HERE TO FEED THE ALLIGATOR THE CLEVER OLD MAN ONE EVENING AN OLD FARMER DECIDED TO GO DOWN TO THE POND AS HE HADN T BEEN THERE FOR A WHILE AND LOOK IT OVER HE GRABBED A FIVE GALLON BUCKET TO BRING BACK SOME FRUIT AS HE NEARED THE POND HE HEARD VOICES SHOUTING AND LAUGHING WITH GLEE AS HE CAME CLOSER HE SAW IT WAS A BUNCH OF YOUNG WOMEN SKINNY DIPPING IN HIS POND HE MADE THE WOMEN AWARE OF HIS PRESENCE AND THEY ALL WENT TO THE DEEP END ONE OF THE WOMEN SHOUTED TO HIM WE RE NOT COMING OUT UNTIL YOU LEAVE THE OLD MAN FROWNED I DIDN T COME DOWN HERE TO WATCH YOU LADIES SWIM NAKED OR MAKE YOU GET OUT OF THE POND NAKED HOLDING THE BUCKET UP HE SAID I M HERE TO FEED THE ALLIGATOR,0
62,13 - 1(6).jpg,I AM A I AM A BROCCOLI I AM A WALNUT AND I LOOK LIKE AND I LOOK LIKE A TREE MUSHROOM AND I HATE A BRAIN THIS GAMEL I AM A I AM A BROCCOLI I AM A WALNUT AND I LOOK LIKE AND I LOOK LIKE A TREE MUSHROOM AND I HATE A BRAIN THIS GAMEL,0
63,13 - 1(7).jpg,JUST ACT COOL MAN IHASAHOTDOG COM BY JUST ACT COOL MAN IHASAHOTDOG COM BY,0
64,13 - 1(8).jpg,I CLEAN IJERK I HAV A NICE SNATCH I CLEAN IJERK I HAV A NICE SNATCH,0
65,13 - 1(9).jpg,I WAS COLD SO I MADE AN IGLOO MORE AWESOME PICTURES AT THEMETAPICTURE COM I WAS COLD SO I MADE AN IGLOO MORE AWESOME PICTURES AT THEMETAPICTURE COM,0
66,13 - 1.jpg,,0
67,13 - 1.png,COMES INTO GYM WITH COMES INTO GYM WITH POUND PURSE LIFTS POUND WEIGHTS,0
68,130e2c96006e88aa25cff6888c2ba510.jpeg,DAYS SINCE LAST MUSLIM MITERRORIST ATTACK SEGONDS MULISECONDS DAYS SINCE LAST MUSLIM MITERRORIST ATTACK SEGONDS MULISECONDS,1
69,1376994362322.jpg,BECAUSE COWELL WANTS A NEW FUCKING YACHT SOME COBBLED TOGETHER CAMCORDER F BECAUSE COWELL WANTS A NEW FUCKING YACHT SOME COBBLED TOGETHER CAMCORDER F OF FIVE COMPLETELY TALENTLESS SPUNK TRUMPETS WHO WOULD BE WORKING IN MCDONALDS IF IT WASN T FOR AN ARMY OF STYLISTS SONG WRITERS AND PR PEOPLE RUTHLESSLY MANUFACTURING AND PACKAGINGTHEM TO BEST EXPLOIT THE DISPOSABLE INCOME OF TEENAGE GIRLS AND THE MENTALLY CHALLENGED IN,0
70,1377640062385 (1).jpg,SETTING UP A NEW WINDOWS PC SEE HOW MLICH BLOATWARE THE INSTALL FRESHL VERSION OF WINDOWS VIDEOGAMES BUY A WINDOWS PC MANUFACTURER INSTALLED NAN AS PERTE TOU DVAN M PEER SETTING UP A NEW MAC BUY A MAC BUY MORE RAM FROM SRO PARTY SITE WATCH GAY PORN INSTALL NEW RAM SETTING UP A NEW LINUX PC DOWNIOAD INUX TO LAPTOP COMPILE COMPILE COMPILE ETC SPEND DAYS TRYING TO GET WIFI TO WORK BROWSE TORUMS FOR HELP SPEND MONTH LEAMING TERMINAL COMMANDS REALIZE HOW MUCH OF YOUR IFE YOU VE WASTED SETTING UP A NEW WINDOWS PC SEE HOW MLICH BLOATWARE THE INSTALL FRESHL VERSION OF WINDOWS VIDEOGAMES BUY A WINDOWS PC MANUFACTURER INSTALLED NAN AS PERTE TOU DVAN M PEER SETTING UP A NEW MAC BUY A MAC BUY MORE RAM FROM SRO PARTY SITE WATCH GAY PORN INSTALL NEW RAM SETTING UP A NEW LINUX PC DOWNIOAD INUX TO LAPTOP COMPILE COMPILE COMPILE ETC SPEND DAYS TRYING TO GET WIFI TO WORK BROWSE TORUMS FOR HELP SPEND MONTH LEAMING TERMINAL COMMANDS REALIZE HOW MUCH OF YOUR IFE YOU VE WASTED,0
71,1378768_652979624768113_1316002649_n.png,HAVE YOU TRIED TURNING IT OFF AND ON AGAIN HAVE YOU TRIED TURNING IT OFF AND ON AGAIN,0
72,1380427_636689973020748_1006738612_n.jpg,IF YOU RE WAKING ME UP AND IT DOES NOT INVOLVE THE SNOOZE BUTTON MORNING SEX OR BACON FUCK OFF YOURCE CARDS SOMEECARDS COM IF YOU RE WAKING ME UP AND IT DOES NOT INVOLVE THE SNOOZE BUTTON MORNING SEX OR BACON FUCK OFF YOURCE CARDS SOMEECARDS COM,0
73,1380506_562548037132519_796512300_n.jpg,,0
74,1382111_10151716898273262_5918417_n.jpg,WHAT DO MICHAEL GOVE AND A TURTLE ON A POST HAVE IN COMMON YOU KNOW HE DIDN T GET THERE BY HIMSELF HE DOESN T BELONG UP THERE HE DOESN T HAVE ANY IDEA OF WHAT TO DO NOW THAT HE IS THERE YOU WONDER WHO COULD HAVE THOUGHT IT WAS A GOOD IDEA IN THE FIRST PLACE HE S ELEVATED BEYOND HIS ABILITY TO FUNCTION NO CREATURES WERE HARMED IN CREATING THIS POST SO DON T TAKE A FENCE WHAT DO MICHAEL GOVE AND A TURTLE ON A POST HAVE IN COMMON YOU KNOW HE DIDN T GET THERE BY HIMSELF HE DOESN T BELONG UP THERE HE DOESN T HAVE ANY IDEA OF WHAT TO DO NOW THAT HE IS THERE YOU WONDER WHO COULD HAVE THOUGHT IT WAS A GOOD IDEA IN THE FIRST PLACE HE S ELEVATED BEYOND HIS ABILITY TO FUNCTION NO CREATURES WERE HARMED IN CREATING THIS POST SO DON T TAKE A FENCE,0
75,1383023_10151749982246655_321503386_n.jpg,CUPCAKES I LOVE CUPCAKES CUPCAKES I LOVE CUPCAKES,0
76,1383635_10151871713094214_136798549_n.jpg,DEAR OPTIMIST PESSIMIST AND REALIST WHILE YOU GUYS WERE BUSY ARGUING ABOUT THE GLASS OF WATER I DRANK IT SINCERELY THE OPPORTUNIST DEAR OPTIMIST PESSIMIST AND REALIST WHILE YOU GUYS WERE BUSY ARGUING ABOUT THE GLASS OF WATER I DRANK IT SINCERELY THE OPPORTUNIST,0
77,1385327_676249145741325_1441555201_n.png,NOTE TO SELF STOP WATCHING DOCTOR WHO AND GO TO BED SELF TO NOTE SHUT UP SOMEE CARDS USER CARD NOTE TO SELF STOP WATCHING DOCTOR WHO AND GO TO BED SELF TO NOTE SHUT UP SOMEE CARDS USER CARD,0
78,1391664_680490451971969_1665713981_n.jpg,HOW OFTEN DO YOU LIKE JOKES ABOUT ELEMENTS CH LOG CH CH HB CH PERIODICALLY VIA HOW OFTEN DO YOU LIKE JOKES ABOUT ELEMENTS CH LOG CH CH HB CH PERIODICALLY VIA,0
79,14 - 1.gif,,0
80,1458690_633637160012315_98233996_n.jpg,ITS COOL ITS COOL WWW BULDCHARTTER COM I GOT THE FLY ITS COOL ITS COOL WWW BULDCHARTTER COM I GOT THE FLY,0
81,14faef5e6164585c084d65fb66d59c78.jpeg,SEVEN YEARS OF OBAMA AND NOW NO ONE KNOWS WHICH BATHROOM TO USE SEVEN YEARS OF OBAMA AND NOW NO ONE KNOWS WHICH BATHROOM TO USE,1
82,16.10.13 - 1.jpg,BEFORE YOU SEE WHAT HAPPENED UPSTAIRS IREALLY LOVE YOU BEFORE YOU SEE WHAT HAPPENED UPSTAIRS IREALLY LOVE YOU,0
83,18.jpg,,0
84,2.jpg,,0
85,20.9.2013. - 1.jpg,I M SO HAPPY TODAY WAIT IM HAPPY EVERYDAY I M SO HAPPY TODAY WAIT IM HAPPY EVERYDAY,0
86,2013 - 1 (1).jpg,I M AT THE PEAK OF MY MOTIVATION I M AT THE PEAK OF MY MOTIVATION QUTKMEME COM,0
87,2013 - 1(1).jpg,SAY CHEESE SAY CHEESE,0
88,2013 - 1(2).jpg,BATH BEFORE BEDTIME BATH BEFORE BEDTIME,0
89,2013 - 1(3).jpg,IT S A DOG WE KNOW WHAT YOUR THINKIN IT S A DOG WE KNOW WHAT YOUR THINKIN,0
90,2013 - 1(4).jpg,PUG TRAIN JUST BEFORE ENTERING PUG TRAIN JUST BEFORE ENTERING,0
91,2013 - 1(5).jpg,AMARTIN M AMARTIN M LBS EVER,0
92,2013 - 1(6).jpg,N N CUSTOMER INFORMATION INDOGROUND TUESDAY THOUGHT OF THE DAY HITTING THE GYM TO RELEASE STRESS IS NOT NEARLY AS EFFECTIVE AS HITTING THE PEOPLE THAT CAUSED THE STRESS TO BEGIN NITH WW THOUGHTS MANSE CAE,0
93,2013 - 1(7).jpg,SHOW ME THE FUCKER WHO CALLED YOU BAD DOG SON SHOW ME THE FUCKER WHO CALLED YOU BAD DOG SON,0
94,2013 - 1(8).jpg,,0
95,2013 - 1.jpg,OKNOWYOUR DAY WAS RUFF BUT MY FOOD DISH ISN T GONNA FILL ITSELF OKNOWYOUR DAY WAS RUFF BUT MY FOOD DISH ISN T GONNA FILL ITSELF,0
96,2013 - 1.png,,0
97,2013-08-17 15.04.02.png,NEXT TIME YOU RE IN A HOTEL LEAVE YOUR SHEETS LIKE THIS WHEN YOU CHECK OUT NEXT TIME YOU RE IN A HOTEL LEAVE YOUR SHEETS LIKE THIS WHEN YOU CHECK OUT,0
98,22826_10151261331675560_514239748_n.jpg,SUR PRISE ME SUR PRISE ME,0
99,233c3e321d498b96f364d58a2cf66e0b.jpeg,YEARS SINCE LAST MUSLIM TERRORIST ATTACK IN POLAND YEARS SINCE LAST MUSLIM TERRORIST ATTACK IN POLAND STARCAT CO,1
100,261443__surfing-white-in-life-buoys_p.jpg,,0
101,321x1n.jpg,IWAS DATING AN ASIAN WAITRESS WHEN I ASKED HER FOR A IWAS DATING AN ASIAN WAITRESS WHEN I ASKED HER FOR A SHE GOT OUT OF BED AND MADE ME DUMPLINGS IMGFLIP COM,1
102,3296e4cea44ab2cd64470be83d474b20.jpeg,MY TRANSGENDER FRIEND KEEPS TALKING ABOUT SUICIDE BUT I M NOT WORRIED SHE DOESN T HAVE THE BALLS TO DO IT ANYMORE MY TRANSGENDER FRIEND KEEPS TALKING ABOUT SUICIDE BUT I M NOT WORRIED SHE DOESN T HAVE THE BALLS TO DO IT ANYMORE,1
103,34e0287d718d3b27f3fb78eae8c9a7eb.png,ROSES ARE BLACK VIOLETS ARE BLACK EVERYTHING IS BLACK ICAN T SEE STEVIE WONDER LOOKING AT OBAMA CARE SAYING LOOKS FINE TO ME ROSES ARE BLACK VIOLETS ARE BLACK EVERYTHING IS BLACK ICAN T SEE STEVIE WONDER LOOKING AT OBAMA CARE SAYING LOOKS FINE TO ME,1
104,352f9cfe882b88004416222e29a0c3ca.jpeg,UM NOT A RACIST ZGVE I JUST HATE BLACK AND MUSLIM PEOPLE MEMEGENERATOR NET UM NOT A RACIST ZGVE I JUST HATE BLACK AND MUSLIM PEOPLE MEMEGENERATOR NET,1
105,389ae57e1c001ec78fc84a56eb86060b.jpeg,THN BLACK FAST MY SYMPATHIES ARE BLACK BLACK BLACK MY ALLEGIANCE IS MY OBJECTIVES ARE SOHICLY FOR MY NEGUS AM NOT INTERESTED IN BEING AMERICAN BECAUSE AMERIKKKA HAS NEVER BEEN INTERESTED IN ME THN BLACK FAST MY SYMPATHIES ARE BLACK BLACK BLACK MY ALLEGIANCE IS MY OBJECTIVES ARE SOHICLY FOR MY NEGUS AM NOT INTERESTED IN BEING AMERICAN BECAUSE AMERIKKKA HAS NEVER BEEN INTERESTED IN ME,1
106,3lt141.jpg,YOU CALL ME EVIL HA IMGFLIP COM YOU CALL ME EVIL HA IMGFLIP COM,1
107,4.jpg,,0
108,421ba6b590f60e8ca14b864ef62b0937.jpeg,I WAS GOING TO SMOKE A JOINT WITH SOME MEXICANS I ASKED THEM IF THEY HAD PAPERS AND THEY ALL RAN OFF I WAS GOING TO SMOKE A JOINT WITH SOME MEXICANS I ASKED THEM IF THEY HAD PAPERS AND THEY ALL RAN OFF,1
109,457c77c8aca6d28910efc5fdca8593f9.jpg,FAGGOT MUSLIM OWNED BY BARUCH GOLDSTEIN VZIPMEME FAGGOT MUSLIM OWNED BY BARUCH GOLDSTEIN VZIPMEME,1
110,46jit.jpg,HADACURVED SCREEN BEFORE IT WAS COOL IMGFILIP COM HADACURVED SCREEN BEFORE IT WAS COOL IMGFILIP COM,0
111,4a0798f006acadddb3750d34342d3500.jpg,MATH PROBLEMS ACALL A MATH PROBLEMS ACALL A,0
112,4c3b26e6ed3741b4930ed8a0008ca534.jpeg,ONLY DATE BLACK GIRLS BECAUSE I HATE MEETING FATHERS ONLY DATE BLACK GIRLS BECAUSE I HATE MEETING FATHERS,1
113,4dfaaeb44e80b2eba0dfcc7cea091419.png,THIS GUY ARMED THE MUSLIM BROTHERHOOD IN SYRIA LIBYA EGYPT AND IRAN WILL IT BE TREASON IF THIS GUY ARMS THEM TOO OR WILL WE STILL JUST BE RACIST FOR BEING AGAINST IT MUSLIM BROTHERHOOD BLACK VS WHITE THIS GUY ARMED THE MUSLIM BROTHERHOOD IN SYRIA LIBYA EGYPT AND IRAN WILL IT BE TREASON IF THIS GUY ARMS THEM TOO OR WILL WE STILL JUST BE RACIST FOR BEING AGAINST IT MUSLIM BROTHERHOOD BLACK VS WHITE,1
114,4f31b54a8eb9e230beb5603811ca9e9f.jpeg,JEWS WHAT SOCIETY THINKS WE DO WHAT OUR MOMS THINK WE DO WHAT OUR FOREIGN TRIENDI THINK WE DO OURS OW WHAT THE ARABS WHATI WHAT WE ACTUALLY DO THINK WE DO THINK WE DO JEWS WHAT SOCIETY THINKS WE DO WHAT OUR MOMS THINK WE DO WHAT OUR FOREIGN TRIENDI THINK WE DO OURS OW WHAT THE ARABS WHATI WHAT WE ACTUALLY DO THINK WE DO THINK WE DO,1
115,5.jpg,JOINTHEPUGS COM DOWE SNUGGLE THIS WEEKEND JOINTHEPUGS COM DOWE SNUGGLE THIS WEEKEND,0
116,50668.jpg,,0
117,53-47.png,,0
118,533216_10202097199620605_1328565652_n.jpg,KNOW WHY PEOPLE FIND DRUNK TEXTS ANNOYING YOU RE THE ONLY PERSON THEY RE THINKING OF WHEN THEIR BRAIN CANT EVEN FUNCTION PROPERLY,0
119,537199_600388706673368_1706779852_n.jpg,WHICH IS REAL,0
120,545236_167054743499530_582489408_n.jpg,LL AT T LTE LL AT T LTE AM TWEET JOE HILL RETWEETED MATT ROLLER ROLLDIGGITY NEW PARENT IDEA TAKE PICTURES OF YOU PULLING BABY OUT OF SPACECRAFT IN FOREST HIDE PICTURES IN ATTIC FOR KID TO FIND WHEN HE S PM HOME CONNECT DISCOVER ME,0
121,54bit.png,BITCHES,0
122,553457522696362735_27366381.jpg,MORNING WWW PROJECTNEXT NET CARDIO MORNING WWW PROJECTNEXT NET CARDIO,0
123,55aafefac7029dac59db3c9e767d842f.jpeg,MUH RA OW HERITAGE MUH RA OW HERITAGE,1
124,56 - 1.jpg,,0
125,5981cf86210000a134fc9ca1.jpg,WHEN YOUR DAUGHTERS FIRST CRUSH IS ALITTLE NEGRO BOY O WHEN YOUR DAUGHTERS FIRST CRUSH IS ALITTLE NEGRO BOY O,1
126,59c9852973f170df566f44bdbeb8e2b5.png,JEWISH FASHION TRENDS JEWISH FASHION TRENDS,1
127,5d6d1a20c321b.jpg,WHEN A WHITE PERSON DOES A TERRORIST ATTACK AGAINST MUSLIMS JUST APPROPRIATED YOUR CULTURE BITCH WHEN A WHITE PERSON DOES A TERRORIST ATTACK AGAINST MUSLIMS JUST APPROPRIATED YOUR CULTURE BITCH,1
128,5de2353e5861c3e8761aa9716ad315b5.jpeg,OH YOU RE JEWISH KILL YOURSELF MEMECRUNCHCOM OH YOU RE JEWISH KILL YOURSELF MEMECRUNCHCOM,1
